lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
4976,30,151,74,0.29,717,4,296,103,137,21,1
2959,37,112,36,0.13,400,7,39,117,157,1,1
3644,38,66,17,0.05,540,7,161,55,48,15,1
2971,17,168,57,0.46,567,7,260,69,158,12,1
4318,46,149,92,0.35,707,13,59,157,191,18,1
1790,36,43,29,0.59,746,4,286,166,128,43,1
2868,31,174,13,0.23,171,6,204,30,26,42,1
1403,43,176,97,0.3,491,9,273,119,127,43,1
501,17,197,81,0.09,619,8,264,97,33,21,1
4616,14,30,32,0.5,45,6,148,56,112,31,1
4466,6,168,72,0.12,764,10,29,60,129,4,0
4586,30,42,49,0.15,782,3,26,173,15,33,1
2496,19,24,15,0.54,253,13,198,62,195,7,1
2285,27,59,6,0.43,104,8,217,58,63,17,1
3559,40,193,58,0.24,451,8,290,89,128,30,1
934,37,54,66,0.04,41,12,282,172,78,39,1
3569,31,59,5,0.27,590,9,111,98,49,27,1
792,16,126,2,0.47,219,4,49,9,79,13,1
2089,13,79,14,0.58,759,4,236,99,43,31,1
2612,15,60,52,0.01,126,13,250,128,90,40,1
1310,26,38,57,0.11,397,10,196,73,90,10,1
4326,29,130,66,0.3,506,7,182,130,177,38,1
4555,1,193,50,0.24,35,3,273,179,80,34,1
2384,33,136,53,0.56,878,2,154,111,164,1,1
435,34,11,22,0.29,21,11,117,183,53,19,1
652,34,170,64,0.53,109,4,258,145,85,29,1
492,48,183,24,0.45,988,13,185,194,141,23,1
3357,34,169,96,0.19,739,9,244,96,197,35,1
2682,21,131,3,0.16,727,2,15,22,186,0,1
4017,7,139,53,0.15,192,3,50,195,124,4,0
3351,1,60,44,0.49,367,8,97,98,79,36,1
2351,1,138,32,0.02,158,10,241,76,93,23,1
4500,18,140,32,0.09,537,9,5,120,32,13,1
3616,32,196,64,0.15,599,2,190,96,116,40,1
2526,31,129,23,0.31,147,10,167,153,72,2,1
4620,18,40,95,0.25,58,10,39,81,182,48,1
4060,16,39,44,0.19,798,14,248,14,48,8,1
2439,1,16,55,0.58,458,5,127,8,16,48,1
1880,44,116,44,0.31,62,4,235,109,180,33,1
4123,11,99,26,0.18,952,3,282,91,154,19,1
3464,30,153,68,0.52,526,11,72,73,118,17,1
4879,41,156,47,0.52,889,11,43,14,166,4,1
2316,28,171,28,0.1,520,5,109,55,144,6,1
645,26,7,40,0.58,429,9,143,187,14,37,1
240,23,80,91,0.4,525,8,165,138,88,30,1
3512,10,81,74,0.39,977,13,221,120,115,26,1
693,11,117,29,0.37,438,13,288,106,64,6,0
4239,45,157,87,0.31,991,8,143,47,84,47,1
1168,44,82,52,0.2,70,9,164,56,67,26,1
3817,6,122,89,0.07,57,13,204,96,45,12,1
1717,29,76,65,0.15,628,8,51,109,149,5,1
1155,22,191,97,0.0,112,11,150,59,54,12,1
4485,14,139,79,0.53,152,7,150,26,127,7,0
2905,6,129,1,0.45,871,14,126,169,63,24,1
2209,44,127,11,0.26,677,13,34,172,54,36,1
4448,20,28,6,0.44,161,14,134,116,138,11,1
4196,11,119,50,0.34,566,3,24,148,116,34,1
855,2,46,58,0.41,383,12,49,176,32,42,1
750,44,82,77,0.38,852,9,95,147,154,3,1
3841,25,3,31,0.54,132,13,278,144,180,26,1
4806,15,142,70,0.01,481,13,234,89,53,49,1
1850,38,167,52,0.04,485,4,168,120,158,19,1
1957,5,25,35,0.33,531,12,12,85,46,11,1
1186,15,163,53,0.02,284,6,184,154,112,26,1
4181,26,30,50,0.36,623,11,294,64,29,48,1
672,11,168,98,0.22,761,11,234,170,125,43,1
2946,47,95,81,0.31,861,2,243,178,103,45,1
1465,33,122,95,0.32,485,1,147,70,192,36,1
2112,37,139,76,0.03,783,5,245,117,171,20,1
2737,36,66,73,0.06,653,3,256,20,151,14,1
4312,41,39,11,0.27,369,5,17,170,190,9,1
1738,38,28,2,0.24,45,10,187,42,131,13,1
4208,11,192,85,0.46,439,7,219,5,192,39,1
252,35,131,83,0.23,589,10,175,134,69,26,1
1588,9,121,72,0.32,936,5,152,24,197,31,1
1174,11,84,9,0.0,17,11,153,186,176,40,1
944,41,74,59,0.36,464,7,72,165,98,34,1
1605,33,119,65,0.01,326,11,100,129,172,24,1
2500,45,113,88,0.42,576,4,201,189,171,13,1
836,33,6,51,0.55,764,9,155,21,26,16,1
1025,27,164,6,0.03,166,1,7,178,36,5,1
4979,18,131,56,0.24,247,5,152,88,33,9,1
4338,11,87,66,0.25,657,4,221,117,182,6,1
2996,47,20,68,0.21,194,11,88,25,33,30,1
2249,30,198,80,0.01,449,13,297,178,179,34,1
3927,16,121,87,0.21,257,10,118,171,64,23,1
4531,24,185,50,0.11,393,1,158,42,1,3,0
3329,1,52,6,0.11,144,9,196,65,159,25,1
3086,11,9,14,0.02,334,8,197,172,77,18,1
4125,6,105,94,0.07,506,12,69,7,148,49,1
4317,12,75,12,0.22,531,5,212,126,102,25,1
386,26,68,36,0.31,154,3,103,177,23,4,1
3717,19,198,3,0.14,74,13,212,15,92,36,1
2989,1,50,10,0.55,251,10,231,132,19,26,1
654,34,134,63,0.28,961,13,35,62,86,33,1
2586,20,43,98,0.05,302,10,92,42,119,21,1
715,12,56,13,0.14,633,12,274,178,104,1,1
2967,24,17,81,0.21,816,13,238,24,124,1,1
1282,32,32,7,0.43,955,1,111,86,95,1,1
3837,33,11,32,0.06,279,14,192,34,163,6,1
401,39,154,8,0.1,726,7,279,182,69,6,1
1811,10,146,26,0.38,249,4,208,36,12,39,1
2945,22,30,47,0.2,426,10,106,195,147,27,1
3816,48,192,35,0.38,733,1,68,186,146,46,1
4620,47,107,20,0.34,964,4,267,127,77,32,1
2574,41,160,99,0.17,231,7,74,7,158,27,1
1199,14,57,18,0.36,218,3,14,106,165,4,0
4588,4,62,17,0.41,332,5,154,113,152,24,1
4400,29,135,13,0.6,155,5,158,133,75,9,1
119,6,133,61,0.14,636,9,219,110,170,29,1
627,47,70,89,0.12,773,6,271,173,107,30,1
4640,40,142,2,0.4,953,7,278,72,95,47,1
4134,42,83,34,0.24,759,11,264,49,147,7,1
4926,39,103,95,0.31,837,8,78,39,164,13,1
2500,49,46,67,0.23,561,2,17,57,155,34,1
4996,25,12,67,0.03,790,6,141,144,196,36,1
178,45,127,12,0.31,45,10,221,125,96,1,1
1556,8,83,87,0.21,274,2,124,7,113,17,1
4138,11,50,8,0.26,161,2,136,50,72,27,1
1698,1,108,22,0.28,979,4,62,166,22,19,1
3217,6,79,8,0.48,933,5,110,7,167,2,1
2598,38,73,48,0.59,91,1,239,40,81,15,1
1529,28,169,49,0.52,743,13,51,142,107,5,1
1852,32,8,26,0.25,13,6,261,157,82,42,1
57,9,3,53,0.16,315,14,47,56,135,44,1
269,34,52,72,0.23,34,8,5,69,43,11,1
774,49,78,28,0.49,768,12,151,164,52,17,1
4247,2,139,97,0.48,71,1,81,70,35,32,1
2099,22,48,44,0.47,796,14,86,136,17,22,1
3835,39,140,85,0.19,473,5,266,63,178,16,1
3962,23,51,38,0.31,557,12,273,166,44,44,1
2792,3,4,9,0.53,513,11,227,191,97,19,1
820,43,114,81,0.23,272,9,213,45,96,11,1
4979,45,145,46,0.3,365,5,130,115,172,18,1
789,16,115,48,0.26,704,6,167,57,91,32,1
4345,41,29,16,0.08,431,7,65,145,83,12,1
4171,30,110,62,0.5,718,13,62,8,14,16,1
2067,19,151,37,0.31,802,8,279,124,105,33,1
4247,44,62,71,0.5,72,12,216,9,197,37,1
246,26,128,30,0.3,87,13,63,65,143,41,1
559,16,79,42,0.15,894,4,127,179,140,42,1
2045,22,140,58,0.02,449,5,155,40,120,18,1
1064,6,48,63,0.28,739,7,185,119,174,29,1
3151,37,161,88,0.32,203,5,172,91,36,38,1
972,5,141,85,0.24,985,5,98,6,145,35,1
2396,43,95,34,0.22,590,12,171,195,6,44,1
3254,14,166,84,0.12,772,7,259,130,142,24,1
1841,24,121,12,0.51,429,11,228,124,157,0,1
1605,14,114,39,0.16,151,6,163,7,179,38,1
70,9,178,80,0.4,657,10,94,87,124,26,1
1972,40,125,5,0.56,416,12,136,78,183,16,1
1114,11,12,44,0.02,721,2,148,126,133,13,1
2033,10,26,33,0.49,166,1,195,87,139,20,1
1949,31,95,12,0.54,215,6,209,162,155,12,1
3593,25,113,14,0.03,569,11,241,161,116,8,1
1016,20,94,64,0.49,136,8,158,173,141,48,1
2556,31,65,81,0.26,453,8,253,68,34,49,1
563,16,3,10,0.17,852,9,170,66,58,8,0
3624,37,136,48,0.03,633,5,146,51,82,18,1
3165,6,123,43,0.56,789,3,52,158,108,27,1
90,43,90,91,0.38,399,1,108,117,145,9,1
312,11,158,3,0.11,618,3,243,58,2,14,1
1082,48,43,32,0.42,531,3,206,128,16,40,1
3174,40,142,96,0.41,128,10,29,196,167,32,1
1869,19,17,63,0.54,851,11,41,156,41,9,1
177,1,117,46,0.49,646,9,123,190,158,31,1
2628,27,199,14,0.21,99,11,233,47,180,44,1
4670,21,168,36,0.3,272,7,198,31,109,46,1
4902,41,194,94,0.48,310,1,207,41,138,37,1
3063,14,136,87,0.3,247,7,82,97,158,34,1
3261,20,134,71,0.48,562,13,243,36,121,23,1
943,35,146,52,0.48,754,6,77,72,47,41,1
2856,37,66,96,0.57,911,2,228,15,110,12,1
2329,31,130,46,0.07,256,10,233,112,11,23,1
4233,2,188,16,0.35,350,3,161,42,80,49,1
2863,18,124,65,0.16,939,12,197,179,38,8,1
1837,21,131,28,0.56,729,7,161,191,180,1,1
4782,25,113,68,0.5,836,13,122,115,22,21,1
2298,13,7,61,0.18,521,11,249,150,142,19,1
3083,36,175,41,0.58,535,9,173,32,171,47,1
2458,17,30,95,0.33,307,8,126,197,79,3,1
2229,46,35,51,0.38,380,1,239,81,105,43,1
226,12,59,31,0.16,973,14,173,106,19,38,1
3173,42,190,58,0.15,748,4,60,5,162,43,1
71,22,175,37,0.58,895,12,104,121,185,41,1
702,24,119,17,0.03,175,5,13,186,59,35,1
3440,15,17,74,0.42,960,4,194,93,192,29,1
832,7,53,27,0.07,964,4,262,183,145,33,1
217,3,161,25,0.29,750,14,35,11,107,19,1
1111,20,63,36,0.28,183,12,255,24,192,35,1
922,43,125,51,0.49,18,10,19,90,187,4,1
1831,26,170,40,0.16,891,5,66,77,134,31,1
1446,45,176,43,0.09,377,4,213,142,12,21,1
681,28,62,63,0.42,859,13,74,151,114,17,1
1651,35,99,21,0.34,156,10,63,36,196,10,1
2931,45,7,91,0.36,831,11,124,158,8,1,1
1500,40,115,68,0.24,683,4,150,164,114,6,1
1913,9,183,66,0.18,658,3,50,120,190,2,0
771,7,166,34,0.44,448,5,187,128,45,43,1
4585,40,90,45,0.42,136,12,45,191,6,36,1
3386,14,69,97,0.51,151,5,239,64,94,49,1
292,18,39,44,0.47,547,10,263,172,183,40,1
2698,10,157,78,0.35,525,4,261,155,79,43,1
4688,35,78,22,0.5,326,7,40,128,5,23,1
4422,48,157,58,0.16,325,1,211,101,167,18,1
4695,15,109,34,0.37,905,4,96,36,164,20,1
452,45,103,77,0.2,412,12,267,192,152,43,1
1503,4,183,60,0.46,709,1,297,127,80,48,1
1046,48,60,86,0.56,776,14,255,154,171,9,1
4221,19,194,8,0.43,45,5,97,26,27,31,1
3200,48,4,14,0.18,872,13,98,136,45,5,1
4463,28,20,43,0.15,82,11,238,45,12,34,1
3551,44,102,43,0.07,606,12,228,75,44,35,1
1236,23,179,43,0.42,823,1,183,174,99,2,0
1431,22,198,72,0.56,848,2,133,163,199,34,1
4474,22,55,31,0.16,824,2,152,133,134,0,1
1904,34,46,57,0.59,236,1,264,15,27,4,1
1954,40,47,61,0.33,375,6,33,25,36,20,1
3716,11,86,16,0.43,627,5,249,41,24,30,1
1998,44,76,59,0.14,165,12,275,176,69,28,1
4083,38,70,66,0.08,972,10,45,36,28,29,1
4621,48,142,52,0.6,471,6,45,82,172,49,1
3577,31,133,61,0.21,649,10,210,34,123,32,1
1802,27,32,46,0.12,494,4,210,20,47,32,1
1787,5,122,75,0.5,131,8,96,34,43,14,1
1863,42,90,37,0.05,740,13,81,102,94,17,1
2004,29,170,58,0.08,195,14,87,114,154,5,1
4059,5,168,32,0.49,244,3,161,123,27,2,1
587,18,95,63,0.29,438,3,219,50,67,26,1
2440,29,148,96,0.16,250,3,290,41,7,6,1
1839,2,45,26,0.26,354,5,292,148,186,8,1
1240,14,140,14,0.59,936,12,133,179,34,26,1
3986,23,169,67,0.12,639,6,154,161,92,24,1
1545,29,138,29,0.06,263,1,293,70,49,8,1
2237,39,117,80,0.56,154,11,232,47,43,40,1
4573,8,130,40,0.14,471,3,296,23,79,4,1
3420,4,184,66,0.56,918,13,148,182,124,42,1
1309,37,144,57,0.21,890,6,208,22,110,27,1
4125,32,45,97,0.01,800,13,116,159,121,29,1
3080,49,175,92,0.29,618,5,69,39,147,12,1
4745,38,169,15,0.12,364,14,262,116,97,34,1
146,29,44,88,0.28,795,9,60,42,120,3,1
4623,29,126,10,0.33,950,12,157,117,111,34,1
4636,1,114,88,0.37,263,10,143,155,127,5,1
1369,3,71,76,0.57,684,10,25,31,40,38,1
4551,42,186,66,0.5,330,10,296,191,23,34,1
764,45,183,19,0.01,733,14,275,22,47,9,1
2544,19,25,20,0.53,860,9,210,21,143,17,1
2796,14,12,48,0.12,496,9,140,5,43,46,1
4093,32,146,14,0.15,756,14,249,120,182,45,1
634,23,193,71,0.49,705,4,285,15,104,48,1
1003,43,79,38,0.31,908,9,161,117,114,34,1
2947,26,182,52,0.25,168,4,52,28,99,20,1
2080,18,64,93,0.0,52,13,163,48,93,35,1
643,43,191,17,0.19,838,1,224,137,21,41,1
1881,15,15,71,0.37,100,1,286,109,134,38,1
405,25,120,9,0.06,789,2,66,115,127,6,1
1726,36,69,39,0.33,580,6,99,137,176,6,1
3168,43,99,55,0.01,689,8,244,177,177,19,1
161,38,134,58,0.4,317,3,138,120,38,31,1
3784,22,157,18,0.03,506,9,180,156,9,19,1
4520,18,154,72,0.04,507,1,2,10,119,4,0
894,12,75,72,0.43,683,4,47,102,188,11,1
2223,27,107,50,0.44,517,6,14,181,154,23,1
3128,48,129,91,0.12,680,3,3,79,131,43,1
2659,20,157,18,0.06,295,10,145,18,181,20,1
1433,16,143,30,0.47,735,1,211,91,162,43,1
4020,46,46,47,0.46,689,5,205,198,144,32,1
411,49,192,42,0.12,796,7,294,81,90,4,1
728,15,165,25,0.18,38,6,29,37,188,43,1
2861,10,183,27,0.13,696,11,102,46,63,38,1
2872,39,56,94,0.33,547,7,38,170,60,17,1
1781,5,74,57,0.39,116,1,117,79,47,4,0
1337,43,145,11,0.57,316,12,179,16,29,4,1
4945,35,114,61,0.12,452,9,154,38,163,40,1
324,17,185,14,0.32,208,10,225,54,174,17,1
955,41,22,2,0.07,352,11,243,191,152,24,1
1932,30,135,92,0.29,195,5,227,85,56,32,1
541,4,73,53,0.47,11,9,51,184,105,11,1
4804,47,3,7,0.19,124,3,85,172,120,13,1
590,22,182,1,0.35,83,14,180,199,3,0,1
2936,31,184,2,0.4,905,1,204,100,176,9,1
4465,29,192,29,0.1,356,11,10,153,137,7,1
505,41,9,96,0.02,287,7,216,42,29,18,1
700,16,75,35,0.11,290,5,152,130,114,21,1
1362,25,50,84,0.33,623,5,250,100,179,4,1
1354,17,71,34,0.35,762,4,6,19,125,23,1
4562,18,57,79,0.4,89,8,106,46,111,41,1
3659,37,8,73,0.32,593,11,90,142,118,10,1
853,37,119,43,0.27,171,4,240,126,175,41,1
847,29,53,0,0.52,779,4,7,28,194,42,1
3434,41,75,0,0.14,718,11,36,171,73,3,1
4754,27,163,31,0.3,310,14,291,11,139,25,1
2062,31,113,39,0.34,584,3,141,65,34,9,1
2890,23,177,16,0.07,599,11,131,120,33,13,1
3112,42,152,5,0.54,998,10,98,104,96,17,1
1130,25,78,68,0.39,883,5,234,115,35,13,1
1363,22,7,90,0.03,712,11,113,15,177,13,1
2695,13,40,97,0.04,632,11,154,120,34,41,1
3684,17,179,0,0.5,819,12,68,23,78,6,1
2103,45,164,54,0.14,866,14,220,147,19,9,1
3564,39,162,31,0.46,289,13,110,189,18,10,1
359,3,74,96,0.35,864,8,266,60,14,25,1
834,1,101,58,0.52,118,3,119,98,184,9,1
1664,42,181,62,0.36,829,14,61,108,90,15,1
872,47,125,40,0.38,33,11,203,119,144,42,1
1377,45,67,82,0.5,378,13,189,177,133,9,1
107,17,161,78,0.33,103,8,55,79,67,11,1
1298,29,102,9,0.22,59,8,20,14,198,19,1
1499,18,80,41,0.49,328,7,73,92,129,37,1
567,42,104,89,0.22,732,2,237,69,109,44,1
2127,9,66,82,0.46,510,1,297,123,59,44,1
200,26,106,65,0.34,178,3,128,23,62,28,1
4693,24,54,71,0.37,928,6,193,110,14,35,1
2207,33,65,74,0.23,839,11,197,57,139,10,1
3723,12,197,55,0.38,222,1,237,180,178,31,1
2563,43,40,52,0.21,522,12,52,128,118,27,1
2334,43,80,68,0.35,329,9,140,97,24,9,1
1444,15,192,10,0.07,993,10,116,50,137,44,1
1755,14,110,15,0.57,571,7,116,35,142,30,1
1222,9,138,56,0.03,468,1,289,143,154,25,1
2471,31,14,98,0.01,289,13,194,127,104,36,1
649,34,125,26,0.36,2,4,199,106,146,13,1
3554,2,51,74,0.36,109,3,17,190,87,18,1
2349,48,129,99,0.56,318,5,48,128,63,2,1
4065,38,25,29,0.02,705,12,202,6,159,40,1
1546,45,122,2,0.25,309,14,1,26,88,0,1
3167,38,22,23,0.25,244,4,181,14,111,18,1
4752,1,36,4,0.17,714,2,172,104,127,41,1
484,45,27,12,0.5,274,11,207,106,171,25,1
2708,34,21,42,0.46,967,14,251,72,50,33,1
3749,23,159,21,0.51,89,5,175,91,23,29,1
2373,1,134,33,0.33,289,5,290,136,40,9,1
2945,33,52,86,0.35,154,6,295,78,115,1,1
1581,11,91,43,0.4,703,8,208,84,106,29,1
3216,48,80,13,0.46,937,2,255,141,136,21,1
4812,9,136,15,0.22,570,9,155,73,51,42,1
831,7,62,38,0.48,112,4,276,161,192,11,1
1475,46,138,41,0.03,239,12,234,162,112,21,1
4978,37,199,15,0.27,578,10,34,136,198,2,1
2601,24,115,5,0.04,738,7,221,9,145,32,1
3536,49,168,8,0.0,569,1,71,63,180,3,1
2373,8,35,50,0.31,103,7,43,187,14,20,1
4471,36,26,27,0.01,124,9,270,80,54,4,1
606,2,74,65,0.52,965,9,263,31,156,42,1
562,45,72,49,0.0,946,7,47,97,109,22,1
3268,6,64,82,0.35,697,6,244,123,75,17,1
4201,37,109,26,0.27,339,5,67,107,130,42,1
4165,12,4,78,0.19,581,8,193,194,143,4,1
3591,19,71,75,0.36,329,10,242,57,179,11,1
2949,29,132,40,0.08,366,12,24,86,150,31,1
4146,19,105,20,0.14,448,9,170,7,25,16,1
3010,31,16,52,0.49,272,12,7,161,180,28,1
4993,47,108,64,0.43,594,7,64,194,129,5,1
1302,39,13,16,0.08,452,13,65,102,164,17,1
774,29,178,44,0.34,853,13,23,23,45,37,1
1356,21,67,12,0.4,971,11,2,30,14,48,1
809,35,160,26,0.55,198,2,121,42,32,35,1
276,33,3,32,0.29,68,11,118,176,48,12,1
4847,21,96,2,0.41,449,7,98,117,153,46,1
357,10,95,33,0.21,531,10,95,171,115,12,1
3428,4,38,52,0.37,522,7,116,30,196,5,1
3059,48,195,10,0.18,459,7,278,75,99,37,1
1567,12,39,20,0.29,821,7,271,94,90,39,1
1581,10,185,18,0.37,272,9,48,144,135,4,1
1894,3,55,22,0.53,372,10,240,95,167,28,1
2718,8,155,49,0.47,158,9,208,33,58,0,1
4798,5,16,74,0.52,416,13,286,171,111,20,1
846,48,132,56,0.3,671,14,152,38,10,34,1
4625,36,50,47,0.32,194,2,212,55,198,45,1
1829,48,46,18,0.2,129,9,228,100,36,26,1
635,22,123,77,0.29,198,7,289,159,139,2,1
1428,35,170,70,0.39,65,14,84,62,101,5,1
4407,23,49,95,0.26,56,8,65,46,100,5,1
4840,4,86,73,0.32,985,6,280,127,29,1,0
3860,16,172,29,0.44,583,9,144,149,53,31,1
4081,37,160,64,0.31,389,12,122,26,63,31,1
2774,22,72,6,0.27,377,8,30,6,142,1,1
1897,21,46,3,0.59,472,3,192,92,171,25,1
2287,27,90,52,0.05,98,2,259,97,38,13,1
1091,40,199,75,0.52,225,8,297,193,101,12,1
4889,8,37,75,0.12,917,13,35,190,39,23,1
3535,7,2,74,0.34,984,10,296,50,2,37,1
292,42,195,68,0.35,108,9,173,164,85,45,1
2150,34,197,99,0.29,805,8,227,135,143,16,1
1299,30,81,44,0.15,374,1,23,14,144,27,1
1787,25,191,94,0.55,904,9,111,34,112,40,1
3719,38,139,84,0.0,895,11,280,96,177,8,1
1968,15,146,47,0.58,409,4,32,190,23,24,1
4464,46,177,30,0.12,805,13,157,195,68,42,1
2804,28,142,27,0.43,177,14,38,62,108,9,1
1442,40,150,47,0.2,331,11,225,134,106,30,1
297,9,150,46,0.23,19,13,87,52,81,13,1
4322,5,117,29,0.2,950,7,132,94,196,8,1
1735,37,81,96,0.22,627,12,46,47,2,38,1
1981,41,25,45,0.38,454,8,215,199,52,17,1
4066,22,144,72,0.47,945,12,204,64,164,31,1
4158,39,39,29,0.08,717,6,98,131,31,27,1
3482,40,30,96,0.5,908,6,272,84,27,46,1
4434,15,21,55,0.59,382,4,209,27,37,29,1
4576,35,72,5,0.42,945,1,218,155,124,19,1
4034,27,171,57,0.24,408,3,237,69,122,26,1
3872,17,189,17,0.23,683,7,45,90,56,49,1
2131,19,104,29,0.55,575,13,174,98,99,11,1
1397,18,147,65,0.51,692,10,274,85,101,31,1
4786,10,20,21,0.6,719,6,196,73,67,21,1
182,2,175,7,0.44,527,6,126,116,54,31,1
3673,2,24,53,0.2,729,5,296,191,38,23,1
1904,49,64,57,0.51,831,14,81,57,104,29,1
2994,47,148,85,0.2,586,7,290,94,32,36,1
450,27,82,35,0.06,7,9,218,120,148,40,1
655,16,104,26,0.49,690,4,237,178,83,32,1
4756,32,65,29,0.37,227,3,236,176,144,21,1
181,38,71,55,0.39,714,10,79,66,162,41,1
4538,26,25,21,0.19,954,4,140,116,139,14,1
4958,32,90,94,0.01,87,1,46,79,180,46,1
4726,34,106,69,0.34,969,7,164,32,70,44,1
4556,47,185,93,0.46,764,12,78,61,44,25,1
4490,8,75,9,0.53,136,6,241,177,40,20,1
853,36,161,69,0.56,485,8,92,63,156,25,1
3317,30,73,44,0.48,363,10,9,72,154,37,1
4339,5,189,1,0.26,932,8,26,57,60,39,1
3683,32,172,42,0.19,54,10,89,15,83,26,1
2726,8,127,29,0.19,433,14,157,122,159,18,1
1265,22,189,21,0.32,319,10,4,104,71,36,1
2527,49,175,38,0.18,156,14,199,73,60,12,1
2314,38,79,66,0.32,475,7,87,19,10,26,1
1019,47,32,73,0.45,884,13,88,153,11,43,1
650,1,105,90,0.04,59,1,114,79,191,38,1
4505,11,132,3,0.29,88,4,26,65,84,19,1
1382,38,65,60,0.39,102,4,137,56,34,3,1
2766,6,158,95,0.54,12,1,220,162,173,44,1
4566,20,114,35,0.47,559,5,20,100,118,31,1
831,20,90,31,0.37,172,3,73,42,152,39,1
3858,18,2,59,0.45,867,1,173,60,172,44,1
1484,18,48,31,0.23,391,7,146,45,51,41,1
4388,7,6,62,0.05,246,2,93,122,107,12,1
1066,32,67,95,0.39,115,1,168,179,116,3,1
2269,26,70,43,0.34,465,12,15,169,180,14,1
2752,24,34,38,0.5,465,12,86,41,13,11,1
3956,48,131,82,0.11,82,12,233,73,190,10,1
2866,12,119,26,0.58,334,7,17,76,38,41,1
4041,26,37,44,0.52,412,6,79,69,97,11,1
509,30,182,5,0.49,604,3,254,75,100,29,1
3690,18,86,90,0.27,352,13,162,30,108,16,1
581,4,22,65,0.2,991,6,143,139,199,2,1
2027,34,112,78,0.51,214,5,163,98,153,29,1
3327,23,130,11,0.24,84,7,211,195,32,14,1
3814,29,134,88,0.32,871,2,41,46,114,20,1
340,9,166,91,0.19,393,2,79,55,156,11,1
3625,39,68,54,0.37,189,1,235,153,81,0,1
4804,12,185,58,0.39,880,1,104,44,19,32,1
4699,37,134,79,0.01,185,1,56,44,26,0,1
2525,12,34,79,0.09,274,14,214,56,44,35,1
562,16,95,25,0.39,475,11,277,8,35,17,1
1689,19,52,31,0.51,705,13,118,94,169,29,1
304,12,134,44,0.51,258,3,161,27,43,30,1
4866,1,64,89,0.17,581,7,142,74,159,41,1
2687,1,128,37,0.49,652,5,230,135,51,32,1
2015,19,59,42,0.17,730,8,88,186,72,8,1
100,44,40,71,0.36,883,4,240,95,197,20,1
849,37,16,62,0.16,151,8,223,159,68,24,1
149,41,66,32,0.46,164,11,213,152,43,25,1
1797,44,10,75,0.57,508,13,27,59,76,20,1
2561,2,82,98,0.58,170,6,90,164,181,44,1
286,13,158,22,0.06,83,11,258,144,12,44,1
521,4,161,0,0.55,591,10,19,152,9,2,1
2254,19,68,42,0.41,359,4,246,179,56,28,1
188,40,39,10,0.17,672,12,3,156,6,2,1
2912,45,4,99,0.34,974,8,145,140,152,49,1
1433,33,64,54,0.12,807,14,55,70,88,32,1
3145,17,100,2,0.57,570,3,27,135,193,7,1
4551,17,25,25,0.43,915,3,183,65,96,12,1
1762,4,15,58,0.55,284,8,36,173,142,10,1
1000,8,134,7,0.04,559,2,166,90,124,7,1
3846,30,69,67,0.51,13,14,263,34,63,5,1
2423,37,76,25,0.3,924,9,124,35,127,44,1
1407,48,171,36,0.1,920,14,124,137,13,19,1
4474,32,179,25,0.03,206,10,286,72,15,49,1
1749,2,143,46,0.3,93,12,160,68,134,45,1
2186,25,183,80,0.6,447,2,90,70,186,13,1
4160,26,131,49,0.39,623,14,18,102,136,1,1
3422,41,138,24,0.1,940,6,213,64,83,19,1
683,13,24,30,0.02,124,4,151,50,91,17,1
1933,19,119,45,0.28,14,8,239,33,55,30,1
2366,24,42,76,0.44,252,10,279,132,189,45,1
1178,9,84,98,0.2,228,7,177,21,68,0,1
2436,35,66,73,0.04,185,4,82,69,122,31,1
441,32,138,12,0.23,740,3,5,12,157,28,1
218,1,169,0,0.28,338,13,61,60,153,14,1
3138,31,149,27,0.34,865,12,294,82,55,7,1
2102,18,181,13,0.26,47,12,227,124,14,20,1
4015,15,197,63,0.07,257,7,248,18,150,13,1
3258,24,57,50,0.07,255,9,33,106,69,10,1
4764,1,148,19,0.26,816,14,258,70,135,14,1
1235,15,112,4,0.04,656,1,92,120,194,23,1
4914,23,22,70,0.21,367,4,77,169,1,41,1
2777,20,50,3,0.13,855,3,69,179,150,29,1
3559,30,136,24,0.06,747,1,73,8,25,35,1
4527,13,140,11,0.19,236,13,292,141,67,24,1
4627,5,29,43,0.5,228,9,67,47,77,9,1
3476,37,126,44,0.45,602,1,262,100,89,13,1
4770,11,166,90,0.19,288,14,44,93,185,28,1
1763,42,105,23,0.09,314,6,91,94,111,32,1
2562,6,74,24,0.18,852,11,299,144,36,12,1
3311,38,154,79,0.43,562,6,231,182,46,26,1
4639,25,138,90,0.21,643,7,230,11,8,39,1
2728,45,111,91,0.31,893,14,19,73,133,4,1
331,38,185,35,0.58,666,13,299,79,65,27,1
4976,39,51,64,0.32,817,13,147,130,159,34,1
479,40,25,45,0.2,801,13,25,164,136,13,1
2678,42,49,27,0.0,808,4,286,158,2,19,1
4398,43,74,78,0.27,565,1,41,73,146,27,1
4708,29,143,94,0.42,655,9,119,159,121,20,1
3262,37,42,17,0.21,178,3,221,124,159,19,1
4682,40,21,77,0.27,541,4,42,98,44,6,1
2995,33,27,98,0.47,559,3,213,26,142,18,1
2367,7,80,84,0.53,0,14,143,153,131,16,1
4034,18,63,12,0.5,736,7,106,153,189,41,1
